Hospital,Especialidad,total_pacientes,media_tiempo_dias,ano,semana
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,2
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2021,1
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,51
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,50
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,49
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,48
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,47
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,46
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,45
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,43
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,42
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,41
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,40
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,39
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,38
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,37
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,36
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,35
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,34
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,33
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,32
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,31
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,30
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,10
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,9
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,7
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Cardiaca,0,0,2020,2
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,176,39.23,2022,44
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,172,38.73,2022,43
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,177,37.44,2022,42
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,192,34.16,2022,41
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,174,34.99,2022,40
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,NA,NA,2022,39
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,161,35.3,2022,38
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,154,38.62,2022,37
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,129,48.39,2022,36
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,131,44.66,2022,35
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,128,50.69,2022,34
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,126,50.67,2022,33
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,124,45.58,2022,32
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,128,41.25,2022,31
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,120,44.24,2022,30
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,118,39.05,2022,29
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,114,40.33,2022,28
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,115,39.93,2022,27
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,135,33.5,2022,25
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,126,29.44,2022,24
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,126,30.36,2022,23
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,120,30.07,2022,22
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,133,37.28,2022,21
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,142,39.07,2022,20
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,146,38.11,2022,19
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,150,38.14,2022,18
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,147,39.54,2022,17
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,143,42.52,2022,16
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,154,41.93,2022,15
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,157,40.62,2022,14
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,167,42.84,2022,12
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,170,45.45,2022,11
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,175,42.38,2022,10
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,180,44.67,2022,9
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,186,43.04,2022,8
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,184,44.16,2022,7
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,182,44.27,2022,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,174,45.23,2022,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,188,49.01,2022,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,205,47.07,2022,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,207,48.4,2022,2
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,207,50.11,2022,1
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,220,47.14,2021,51
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,236,45.35,2021,50
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,240,44.54,2021,49
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,239,41.84,2021,48
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,248,44.7,2021,47
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,244,45.43,2021,46
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,241,46,2021,45
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,245,43.62,2021,44
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,245,44.14,2021,43
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,244,43.68,2021,42
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,248,43.74,2021,41
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,252,41.09,2021,40
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,240,45.96,2021,38
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,229,46.77,2021,37
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,219,47.81,2021,36
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,229,46.42,2021,35
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,221,46.4,2021,34
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,230,46.25,2021,33
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,227,46.02,2021,32
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,229,44.97,2021,31
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,238,42.74,2021,30
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,242,41.22,2021,29
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,232,40.19,2021,28
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,223,41.29,2021,27
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,213,40.49,2021,26
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,229,41.65,2021,25
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,235,39.59,2021,24
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,227,38.18,2021,23
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,222,37.1,2021,22
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,207,36.15,2021,21
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,197,35.16,2021,20
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,195,34.35,2021,19
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,192,34.31,2021,18
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,168,34.56,2021,16
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,165,31.18,2021,15
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,160,29.56,2021,14
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,159,25.35,2021,13
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,154,23.23,2021,12
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,156,20.85,2021,11
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,148,19.4,2021,10
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,151,18.87,2021,9
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,148,21.41,2021,8
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,151,29.51,2021,7
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,159,31.07,2021,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,160,36.55,2021,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,175,42.66,2021,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,172,45.46,2021,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,164,49.65,2021,2
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,150,44.4,2021,1
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,156,33.37,2020,51
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,169,36.5,2020,50
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,163,34.97,2020,49
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,160,40.95,2020,48
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,153,42.77,2020,47
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,147,46.25,2020,46
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,150,44.4,2020,45
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,155,45.56,2020,43
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,152,54.41,2020,42
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,156,56.44,2020,41
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,167,64.65,2020,40
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,172,61.49,2020,39
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,174,58.07,2020,38
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,165,55.77,2020,37
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,152,58.57,2020,36
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,152,59.22,2020,35
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,160,51.63,2020,34
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,157,49.81,2020,33
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,163,44.32,2020,32
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,167,42.42,2020,31
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,169,39.4,2020,30
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,189,27.78,2020,10
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,200,28.91,2020,9
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,193,31.48,2020,7
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,194,37.45,2020,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,198,31.98,2020,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,213,37.42,2020,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,213,37.42,2020,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía General y del Aparato Digestivo,205,40.86,2020,2
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,44
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,43
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,42
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,41
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,40
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,NA,NA,2022,39
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,38
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,37
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,36
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,35
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,34
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,33
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,32
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,31
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,30
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,29
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,28
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,27
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,25
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,24
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,23
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,22
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,21
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,20
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,19
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,18
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,17
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,16
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,15
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,14
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,12
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,11
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,10
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,9
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,8
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,7
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,6
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,5
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,4
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,3
HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSE Y SANTA ADELA,Cirugía Oral y Maxilofacial,0,0,2022,2
